"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa","lcom3"
"org.jkiss.dbeaver.lang.base.SCMEKeyword",10,1,1,1,4,3,1,4,0,0.0
"org.jkiss.dbeaver.lang.base.SCMELiteral",10,1,1,1,4,3,1,4,0,0.0
"org.jkiss.dbeaver.lang.base.SCMEUnknown",10,1,1,1,4,3,1,4,0,0.0
"org.jkiss.dbeaver.lang.base.SCMEWhitespace",10,1,1,1,4,3,2,4,0,0.0
"org.jkiss.dbeaver.model.app.DBPResourceCreator",10,1,1,1,5,1,4,2,1,0.0
"org.jkiss.dbeaver.model.auth.DBAAuthCredentialsProvider",10,1,1,1,5,4,3,4,0,0.0
"org.jkiss.dbeaver.model.DBPObjectWithDetails",10,1,1,1,5,3,1,4,0,0.0
"org.jkiss.dbeaver.model.edit.DBEPersistActionDML",10,1,1,1,0,0,0,0,1,0.0
"org.jkiss.dbeaver.model.qm.QMEventBrowser",10,1,1,1,3,2,0,2,0,0.0
"org.jkiss.dbeaver.model.runtime.DBRRunnableContext",10,1,1,1,1,0,81,0,0,0.0
"org.jkiss.dbeaver.model.struct.DBSDocumentContainer",10,1,1,1,4,2,2,3,0,0.0
"org.jkiss.dbeaver.model.struct.rdb.DBSTableColumn",10,1,1,1,3,2,8,3,0,0.0
"org.jkiss.dbeaver.model.struct.rdb.DBSTableConstraint",10,1,1,1,4,3,8,5,0,0.0
"org.jkiss.dbeaver.registry.datatype.ValueHandlerDescriptor",10,1,1,1,2,1,1,2,0,0.0
"org.jkiss.dbeaver.registry.updater.DistributionDescriptor",10,1,1,1,2,1,0,1,2,0.0
"org.jkiss.dbeaver.registry.updater.UpdateSiteDescriptor",10,1,1,1,1,0,0,0,3,0.0
"org.jkiss.dbeaver.ui.IRefreshablePart",10,1,1,1,0,0,8,0,1,0.0
"org.jkiss.dbeaver.ui.editors.text.TextWhiteSpaceDetector",10,1,1,1,1,0,2,2,0,0.0
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerCreateColumnConstraint",10,1,1,1,3,1,0,2,0,0.0
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerCreateColumnIndex",10,1,1,1,3,1,0,2,0,0.0
"org.jkiss.dbeaver.tools.compare.simple.CompareReportLine",10,0,0,1,2,1,1,1,5,0.0
"org.jkiss.dbeaver.data.gis.handlers.GISGeometryTest",10,0,1,1,2,0,0,1,0,0.0
"org.jkiss.dbeaver.model.gis.GisConstants",10,0,0,1,0,0,9,0,7,0.0
"org.jkiss.dbeaver.model.qm.QMConstants",10,0,0,1,0,0,4,0,7,0.0
"org.jkiss.dbeaver.ui.editors.sql.SQLEditorContributions",10,0,0,1,0,0,0,0,7,0.0
"org.jkiss.dbeaver.model.exec.compile.DBCSourceHost",9,5,5,5,1,1,3,1,0,0.0
"org.jkiss.dbeaver.ui.dashboard.model.DashboardGroupContainer",9,5,5,5,1,0,3,0,0,0.0
"org.jkiss.dbeaver.debug.ui.DBGConfigurationPanelContainer",9,4,4,4,2,2,2,2,0,0.0
"org.jkiss.dbeaver.model.access.DBAPrivilegeGrant",9,4,4,4,2,2,2,2,0,0.0
"org.jkiss.dbeaver.model.connection.DBPDriverFileSource",9,4,4,4,1,0,2,0,0,0.0
"org.jkiss.dbeaver.model.runtime.load.ILoadService",9,4,4,4,2,1,10,1,0,0.0
"org.jkiss.dbeaver.model.struct.DBSObjectType",9,4,4,4,1,1,16,1,0,0.0
"org.jkiss.dbeaver.model.struct.rdb.DBSSequence",9,4,4,4,1,1,9,2,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.preferences.format.SQLFormatterConfigurator",9,4,4,4,2,2,3,2,0,0.0
"org.jkiss.dbeaver.erd.model.ERDContainer",9,3,3,3,3,1,2,1,0,0.0
"org.jkiss.dbeaver.ext.generic.model.meta.GenericMetaModelForeignKeyFetcher",9,3,3,3,3,2,1,2,0,0.0
"org.jkiss.dbeaver.model.data.DBDEnum",9,3,3,3,2,1,0,2,0,0.0
"org.jkiss.dbeaver.model.DBPObjectStatistics",9,3,3,3,2,1,6,1,0,0.0
"org.jkiss.dbeaver.model.exec.DBCQueryTransformer",9,3,3,3,1,1,15,1,0,0.0
"org.jkiss.dbeaver.ui.dialogs.connection.ConnectionWizardPage",9,2,1,2,2,2,5,3,0,0.0
"org.jkiss.dbeaver.ext.spanner.model.SpannerMetaModel",9,2,2,2,1,1,1,2,0,0.0
"org.jkiss.dbeaver.lang.SCMSourceParser",9,2,2,2,3,0,1,0,0,0.0
"org.jkiss.dbeaver.model.data.DBDReference",9,2,2,2,3,3,1,4,0,0.0
"org.jkiss.dbeaver.model.data.document.DBDDocumentNode",9,2,2,2,2,0,3,0,0,0.0
"org.jkiss.dbeaver.model.exec.DBCExecutionResult",9,2,2,2,2,0,4,0,0,0.0
"org.jkiss.dbeaver.model.struct.DBSEntityAssociationLazy",9,2,2,2,3,2,0,3,0,0.0
"org.jkiss.dbeaver.model.struct.DBSEntityConstraint",9,2,2,2,1,0,22,1,0,0.0
"org.jkiss.dbeaver.model.struct.DBSEntityContainer",9,2,2,2,3,2,0,3,0,0.0
"org.jkiss.dbeaver.model.struct.DBSInstanceLazy",9,2,2,2,3,2,1,3,0,0.0
"org.jkiss.dbeaver.model.struct.DBSObjectLazy",9,2,2,2,2,1,10,2,0,0.0
"org.jkiss.dbeaver.model.struct.rdb.DBSProcedureContainer",9,2,2,2,3,2,11,2,0,0.0
"org.jkiss.dbeaver.tasks.nativetool.ExportSettingsExtension",9,2,2,2,2,0,3,0,0,0.0
"org.jkiss.dbeaver.ui.ISearchExecutor",9,2,2,2,0,0,2,0,3,0.0
"org.jkiss.dbeaver.ui.editors.INonPersistentEditorInput",9,2,2,2,3,0,2,1,0,0.0
"org.jkiss.dbeaver.debug.sourcelookup.DBGSourceLookupDirector",9,1,1,1,2,0,0,1,0,0.0
"org.jkiss.dbeaver.debug.ui.internal.DebugLaunchDialogAction",9,1,1,1,2,1,2,2,0,0.0
"org.jkiss.dbeaver.erd.ui.command.BendpointCommand",9,1,1,1,2,1,3,2,1,0.0
"org.jkiss.dbeaver.ext.clickhouse.edit.ClickhouseViewManager",9,1,0,1,2,2,0,3,0,0.0
"org.jkiss.dbeaver.ext.import_config.wizards.dbvis.ConfigImportWizardDbvis",9,1,0,1,1,1,0,2,0,0.0
"org.jkiss.dbeaver.ext.import_config.wizards.squirrel.ConfigImportWizardSquirrel",9,1,0,1,1,1,0,2,0,0.0
"org.jkiss.dbeaver.ext.mssql.model.generic.SQLServerGenericView",9,1,1,1,3,3,1,4,0,0.0
"org.jkiss.dbeaver.ext.mysql.data.MySQLGeometryValueHandler",9,1,1,1,1,1,1,2,1,0.0
"org.jkiss.dbeaver.ext.oracle.ui.tools.sqldeveloper.ConfigImportWizardSqlDeveloper",9,1,0,1,1,1,0,2,0,0.0
"org.jkiss.dbeaver.ext.postgresql.debug.ui.internal.PostgreSourceEditorAdvisor",9,1,1,1,1,1,1,2,1,0.0
"org.jkiss.dbeaver.model.data.DBDValueHandlerProvider",9,1,1,1,3,2,17,2,0,0.0
"org.jkiss.dbeaver.model.data.DBDValueRenderer",9,1,1,1,3,1,1,1,0,0.0
"org.jkiss.dbeaver.model.DBPNamedObject",9,1,1,1,2,0,68,1,0,0.0
"org.jkiss.dbeaver.model.exec.plan.DBCSavedQueryPlanner",9,1,1,1,3,2,0,3,0,0.0
"org.jkiss.dbeaver.model.impl.local.StatResultSet",9,1,1,1,2,2,2,3,0,0.0
"org.jkiss.dbeaver.model.struct.DBSEntityReferrer",9,1,1,1,4,2,19,3,0,0.0
"org.jkiss.dbeaver.model.struct.DBSFolder",9,1,1,1,3,2,4,3,0,0.0
"org.jkiss.dbeaver.runtime.IPersistentStorage",9,1,1,1,4,0,4,1,0,0.0
"org.jkiss.dbeaver.utils.HelpUtils",9,1,1,1,1,1,7,1,2,0.0
"org.jkiss.dbeaver.model.net.ssh.JSCHUserInfoPromptProvider",9,1,1,1,4,1,2,1,0,0.0
"org.jkiss.dbeaver.team.git.ui.Activator",9,1,1,1,2,0,0,1,0,0.0
"org.jkiss.dbeaver.ui.controls.TextWithOpenFolder",9,1,1,1,1,0,3,1,0,0.0
"org.jkiss.dbeaver.ui.controls.TreeContentProvider",9,1,1,1,1,0,7,2,0,0.0
"org.jkiss.dbeaver.ui.INestedEditorSite",9,1,1,1,3,0,0,1,0,0.0
"org.jkiss.dbeaver.ui.ISingleControlEditor",9,1,1,1,3,0,1,1,0,0.0
"org.jkiss.dbeaver.ui.editors.IDatabaseEditor",9,1,1,1,4,3,10,7,0,0.0
"org.jkiss.dbeaver.runtime.sql.SQLResultsConsumer",9,1,1,1,3,2,2,2,0,0.0
"org.jkiss.dbeaver.ui.search.metadata.SearchMetadataResult",9,1,1,1,3,2,1,3,0,0.0
"org.jkiss.dbeaver.core.CoreFeatures",9,0,0,1,1,1,0,1,5,0.0
"org.jkiss.dbeaver.ext.oracle.tasks.OracleTasks",9,0,0,1,0,0,6,0,6,0.0
"org.jkiss.dbeaver.model.impl.net.SocksConstants",9,0,0,1,0,0,3,0,6,0.0
"org.jkiss.dbeaver.team.git.ui.handlers.GITCommandIds",9,0,0,1,0,0,0,0,6,0.0
"org.jkiss.dbeaver.model.edit.DBECommandListener",8,5,5,5,0,0,1,0,0,0.0
"org.jkiss.dbeaver.model.text.parser.TPToken",8,5,5,5,0,0,21,0,0,0.0
"org.jkiss.dbeaver.ui.gis.IGeometryValueEditor",8,4,4,4,1,0,6,0,0,0.0
"org.jkiss.dbeaver.model.connection.DBPNativeClientLocationManager",8,4,4,4,1,0,4,0,0,0.0
"org.jkiss.dbeaver.model.impl.sql.RelationalSQLDialect",8,4,4,4,1,1,2,2,0,0.0
"org.jkiss.dbeaver.model.runtime.load.ILoadVisualizer",8,4,4,4,1,1,9,1,0,0.0
"org.jkiss.dbeaver.model.text.parser.TPCharacterScanner",8,4,4,4,0,0,18,0,1,1.0
"org.jkiss.dbeaver.model.text.parser.TPTokenScanner",8,4,4,4,1,0,1,0,0,0.0
"org.jkiss.dbeaver.tools.transfer.IDataTransferSettings",8,3,3,3,2,1,3,1,0,0.0
"org.jkiss.dbeaver.debug.core.breakpoints.IDatabaseBreakpoint",8,3,3,3,2,0,5,1,0,0.0
"org.jkiss.dbeaver.erd.ui.model.ERDModelAdapter",8,3,3,3,2,0,1,0,0,0.0
"org.jkiss.dbeaver.lang.SCMSourceText",8,3,3,3,1,0,1,0,0,0.0
"org.jkiss.dbeaver.model.app.DBASecureStorage",8,3,3,3,2,0,10,0,0,0.0
"org.jkiss.dbeaver.model.edit.DBECommandQueue",8,3,3,3,2,1,0,2,0,0.0
"org.jkiss.dbeaver.model.struct.DBSAttributeBase",8,3,3,3,1,1,46,3,0,0.0
"org.jkiss.dbeaver.model.struct.rdb.DBSTriggerColumn",8,3,3,3,1,1,1,2,0,0.0
"org.jkiss.dbeaver.model.task.DBTTaskExecutionListener",8,3,3,3,2,0,7,0,0,0.0
"org.jkiss.dbeaver.ui.data.IHexEditorService",8,3,3,3,2,0,2,0,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.SQLEditorPresentationPanel",8,3,3,3,2,0,1,0,0,0.0
"org.jkiss.dbeaver.ui.navigator.INavigatorFilter",8,3,3,3,1,0,10,1,0,0.0
"org.jkiss.dbeaver.model.app.DBPPlatformLanguageManager",8,2,2,2,2,1,1,1,0,0.0
"org.jkiss.dbeaver.model.data.DBDCursor",8,2,2,2,3,3,6,4,0,0.0
"org.jkiss.dbeaver.model.data.DBDValueDefaultGenerator",8,2,2,2,2,2,4,2,0,0.0
"org.jkiss.dbeaver.model.edit.DBEObjectEditor",8,2,2,2,3,3,6,4,0,0.0
"org.jkiss.dbeaver.model.qm.QMInformer",8,2,2,2,3,2,0,2,0,0.0
"org.jkiss.dbeaver.model.sql.SQLQueryContainer",8,2,2,2,3,2,5,4,0,0.0
"org.jkiss.dbeaver.runtime.serialize.DBPObjectSerializer",8,2,2,2,3,2,5,2,0,0.0
"org.jkiss.dbeaver.ui.ICommentsSupport",8,2,2,2,2,1,5,1,0,0.0
"org.jkiss.dbeaver.ui.editors.DatabaseEditorContext",8,2,2,2,3,3,4,4,0,0.0
"org.jkiss.dbeaver.ui.editors.IDatabaseModellerEditor",8,2,2,2,2,1,3,2,0,0.0
"org.jkiss.dbeaver.ui.controls.resultset.IResultSetEditor",8,2,2,2,2,0,1,0,0,0.0
"org.jkiss.dbeaver.ext.exasol.editors.ExasolSourceObject",8,1,1,1,3,3,4,5,0,0.0
"org.jkiss.dbeaver.ext.hive.model.HiveTableColumn",8,1,1,1,2,2,3,3,0,0.0
"org.jkiss.dbeaver.ext.mssql.model.generic.SQLServerGenericDatabase",8,1,1,1,2,2,1,3,0,0.0
"org.jkiss.dbeaver.ext.mysql.model.MySQLSourceObject",8,1,1,1,3,3,8,5,0,0.0
"org.jkiss.dbeaver.ext.postgresql.model.data.PostgreTemporalAccessorValueHandler",8,1,1,1,2,2,1,3,0,0.0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreScriptObject",8,1,1,1,3,3,16,5,0,0.0
"org.jkiss.dbeaver.ext.postgresql.tasks.PostgreDatabaseRestoreInfo",8,1,1,1,2,1,2,2,0,0.0
"org.jkiss.dbeaver.lang.sql.model.SQLStatementAbstract",8,1,1,1,2,2,2,3,0,0.0
"org.jkiss.dbeaver.model.access.DBAPrivilegeOwner",8,1,1,1,4,3,3,4,0,0.0
"org.jkiss.dbeaver.model.DBPInformationProvider",8,1,1,1,2,0,3,0,1,0.0
"org.jkiss.dbeaver.model.DBPObjectWithLazyDescription",8,1,1,1,3,2,3,3,0,0.0
"org.jkiss.dbeaver.model.edit.DBEObjectWithDependencies",8,1,1,1,4,3,2,3,0,0.0
"org.jkiss.dbeaver.model.exec.DBCFeatureNotSupportedException",8,1,1,1,0,0,11,1,1,0.0
"org.jkiss.dbeaver.model.exec.DBCResultSetSampleProvider",8,1,1,1,2,0,0,1,0,0.0
"org.jkiss.dbeaver.model.runtime.DBRRunnableWithResult",8,1,1,1,0,0,11,1,1,0.0
"org.jkiss.dbeaver.model.struct.DBSEntityElement",8,1,1,1,1,0,7,1,0,0.0
"org.jkiss.dbeaver.model.struct.DBSParametrizedObject",8,1,1,1,3,2,2,3,0,0.0
"org.jkiss.dbeaver.model.struct.DBSTypedObjectEx",8,1,1,1,2,1,11,2,0,0.0
"org.jkiss.dbeaver.model.struct.rdb.DBSCheckConstraintContainer",8,1,1,1,4,2,1,2,0,0.0
"org.jkiss.dbeaver.model.struct.rdb.DBSProcedureParameter",8,1,1,1,2,1,16,2,0,0.0
"org.jkiss.dbeaver.model.struct.rdb.DBSTableForeignKeyColumn",8,1,1,1,3,3,11,5,0,0.0
"org.jkiss.dbeaver.runtime.DBServiceConnections",8,1,1,1,4,4,2,4,0,0.0
"org.jkiss.dbeaver.model.sql.parser.tokens.SQLBlockToggleToken",8,1,1,1,1,1,2,2,0,0.0
"org.jkiss.dbeaver.model.sql.parser.tokens.SQLParameterToken",8,1,1,1,1,1,1,2,0,0.0
"org.jkiss.dbeaver.model.sql.parser.tokens.SQLVariableToken",8,1,1,1,1,1,1,2,0,0.0
"org.jkiss.dbeaver.model.sql.task.SQLToolRunListener",8,1,1,1,4,3,1,3,0,0.0
"org.jkiss.dbeaver.ui.AWTUtils",8,1,1,1,1,0,2,0,0,0.0
"org.jkiss.dbeaver.ui.controls.CSmartSelector",8,1,1,1,2,0,3,1,0,0.0
"org.jkiss.dbeaver.ui.EmptyAction",8,1,1,1,1,0,1,1,0,0.0
"org.jkiss.dbeaver.ui.IProgressControlProvider",8,1,1,1,2,1,2,1,0,0.0
"org.jkiss.dbeaver.ui.notifications.DatabaseNotificationPopup",8,1,1,1,1,0,2,1,0,0.0
"org.jkiss.dbeaver.ui.preferences.AbstractPrefPage",8,1,1,1,1,0,22,1,0,0.0
"org.jkiss.dbeaver.ui.data.editors.DateTimeEditorHelper",8,1,1,1,4,3,0,3,0,0.0
"org.jkiss.dbeaver.ui.data.IPagedValueManager",8,1,1,1,2,1,0,1,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.templates.SQLContextTypeBase",8,1,1,1,0,0,1,1,1,0.0
"org.jkiss.dbeaver.ui.search.data.SearchDataResult",8,1,1,1,2,1,1,2,0,0.0
"org.jkiss.dbeaver.ext.athena.model.AthenaConstants",8,0,0,1,0,0,1,0,4,0.0
"org.jkiss.dbeaver.ext.datavirtuality.DataVirtualityConstants",8,0,0,1,1,1,1,1,3,0.0
"org.jkiss.dbeaver.ext.firebird.model.FireBirdConstants",8,0,0,1,0,0,0,0,5,0.0
"org.jkiss.dbeaver.ext.spanner.model.SpannerConstants",8,0,0,1,0,0,1,0,5,0.0
"org.jkiss.dbeaver.ui.editors.binary.HexEditorPreferences",8,0,0,1,0,0,1,0,4,0.0
"org.jkiss.dbeaver.debug.DBGStackFrame",7,4,4,4,0,0,3,0,0,0.0
"org.jkiss.dbeaver.debug.DBGVariable",7,4,4,4,0,0,4,0,0,0.0
"org.jkiss.dbeaver.model.data.DBDBinaryFormatter",7,4,4,4,0,0,12,0,0,0.0
"org.jkiss.dbeaver.model.data.DBDValue",7,4,4,4,0,0,15,1,0,0.0
"org.jkiss.dbeaver.tools.transfer.stream.IStreamDataImporterSite",7,3,3,3,1,0,3,0,0,0.0
"org.jkiss.dbeaver.debug.DBGObjectDescriptor",7,3,3,3,1,0,1,0,0,0.0
"org.jkiss.dbeaver.debug.DBGSessionInfo",7,3,3,3,1,0,1,0,0,0.0
"org.jkiss.dbeaver.model.app.DBPGlobalEventManager",7,3,3,3,1,0,1,0,0,0.0
"org.jkiss.dbeaver.model.app.DBPProjectListener",7,3,3,3,0,0,4,0,0,0.0
"org.jkiss.dbeaver.model.connection.DBPDriverFileInfo",7,3,3,3,0,0,2,0,0,0.0
"org.jkiss.dbeaver.model.DBPTransactionIsolation",7,3,3,3,0,0,12,0,0,0.0
"org.jkiss.dbeaver.model.navigator.DBNContainer",7,3,3,3,0,0,9,0,0,0.0
"org.jkiss.dbeaver.model.struct.DBSTypedObjectModifier",7,3,3,3,1,1,0,2,0,0.0
"org.jkiss.dbeaver.model.task.DBTSchedulerDescriptor",7,3,3,3,1,1,1,1,0,0.0
"org.jkiss.dbeaver.ui.controls.resultset.IResultSetListener",7,3,3,3,1,0,2,0,0,0.0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreTableContainer",7,2,2,2,1,0,6,1,0,0.0
"org.jkiss.dbeaver.model.auth.DBAUserCredentialsProvider",7,2,2,2,2,1,3,1,0,0.0
"org.jkiss.dbeaver.model.data.DBDDataFormatterSample",7,2,2,2,2,0,7,0,0,0.0
"org.jkiss.dbeaver.model.DBPObjectStatisticsCollector",7,2,2,2,2,2,3,2,0,0.0
"org.jkiss.dbeaver.model.struct.cache.DBSCompositeCache",7,2,2,2,2,1,3,1,0,0.0
"org.jkiss.dbeaver.model.struct.DBSEntityAssociation",7,2,2,2,1,0,24,1,0,0.0
"org.jkiss.dbeaver.ui.IActiveWorkbenchPart",7,2,2,2,1,0,3,1,0,0.0
"org.jkiss.dbeaver.ui.editors.entity.IEntityEditorContext",7,2,2,2,2,2,1,2,0,0.0
"org.jkiss.dbeaver.ext.athena.model.AthenaSQLDialect",7,1,1,1,1,1,1,2,0,0.0
"org.jkiss.dbeaver.ext.db2.i.DB2IDataSourceProvider",7,1,1,1,1,1,0,2,0,0.0
"org.jkiss.dbeaver.ext.db2.zos.DB2ZOSDataSourceProvider",7,1,1,1,1,1,0,2,0,0.0
"org.jkiss.dbeaver.ext.ocient.model.OcientSQLDialect",7,1,1,1,1,1,1,2,0,0.0
"org.jkiss.dbeaver.lang.SCMSourceScanner",7,1,1,1,2,0,9,1,0,0.0
"org.jkiss.dbeaver.model.admin.sessions.AbstractServerSession",7,1,1,1,0,0,6,1,0,0.0
"org.jkiss.dbeaver.model.data.DBDValueBinder",7,1,1,1,2,2,0,3,0,0.0
"org.jkiss.dbeaver.model.data.DBDValueCloneable",7,1,1,1,2,2,4,3,0,0.0
"org.jkiss.dbeaver.model.DBPCloseableObject",7,1,1,1,1,0,5,0,0,0.0
"org.jkiss.dbeaver.model.DBPContextProvider",7,1,1,1,2,1,37,1,0,0.0
"org.jkiss.dbeaver.model.DBPNamedValueObject",7,1,1,1,1,0,3,1,0,0.0
"org.jkiss.dbeaver.model.DBPOverloadedObject",7,1,1,1,1,0,1,1,0,0.0
"org.jkiss.dbeaver.model.DBPQualifiedObject",7,1,1,1,1,0,30,1,0,0.0
"org.jkiss.dbeaver.model.DBPScriptObjectExt",7,1,1,1,2,2,6,3,0,0.0
"org.jkiss.dbeaver.model.DBPToolTipObject",7,1,1,1,1,0,1,1,0,0.0
"org.jkiss.dbeaver.model.DBPUniqueObject",7,1,1,1,1,0,5,1,0,0.0
"org.jkiss.dbeaver.model.exec.DBCQueryTransformProvider",7,1,1,1,2,0,7,0,0,0.0
"org.jkiss.dbeaver.model.impl.edit.TestCommandContext",7,1,1,1,1,1,3,2,0,0.0
"org.jkiss.dbeaver.model.navigator.DBNModelExtender",7,1,1,1,2,0,1,0,0,0.0
"org.jkiss.dbeaver.model.qm.QMMetaListener",7,1,1,1,3,1,2,1,0,0.0
"org.jkiss.dbeaver.model.runtime.DBRBlockingObject",7,1,1,1,3,1,5,1,0,0.0
"org.jkiss.dbeaver.model.runtime.DBRRunnableParametrized",7,1,1,1,1,0,7,0,0,0.0
"org.jkiss.dbeaver.model.sql.SQLExpressionFormatter",7,1,1,1,1,0,5,0,0,0.0
"org.jkiss.dbeaver.model.struct.DBSParameter",7,1,1,1,1,0,4,1,0,0.0
"org.jkiss.dbeaver.model.sql.format.SQLFormatterRegistry",7,1,1,1,2,0,1,0,0,0.0
"org.jkiss.dbeaver.model.sql.parser.tokens.SQLBlockBeginToken",7,1,1,1,1,1,0,2,0,0.0
"org.jkiss.dbeaver.model.sql.parser.tokens.SQLBlockEndToken",7,1,1,1,1,1,0,2,0,0.0
"org.jkiss.dbeaver.model.sql.parser.tokens.SQLBlockHeaderToken",7,1,1,1,1,1,0,2,0,0.0
"org.jkiss.dbeaver.model.sql.parser.tokens.SQLCommentToken",7,1,1,1,1,1,2,2,0,0.0
"org.jkiss.dbeaver.model.sql.parser.tokens.SQLDelimiterToken",7,1,1,1,1,1,0,2,0,0.0
"org.jkiss.dbeaver.model.sql.parser.tokens.SQLSetDelimiterToken",7,1,1,1,1,1,1,2,0,0.0
"org.jkiss.dbeaver.model.sql.SQLControlCommandHandler",7,1,1,1,1,1,5,1,0,0.0
"org.jkiss.dbeaver.registry.maven.versioning.InvalidVersionSpecificationException",7,1,1,1,0,0,6,1,0,0.0
"org.jkiss.dbeaver.ui.css.DBStyles",7,1,0,1,0,0,11,0,2,0.0
"org.jkiss.dbeaver.ui.IDialogPageProvider",7,1,1,1,2,0,20,0,0,0.0
"org.jkiss.dbeaver.ui.IErrorVisualizer",7,1,1,1,2,1,0,1,0,0.0
"org.jkiss.dbeaver.ui.UIConfirmation",7,1,1,1,1,1,2,2,0,0.0
"org.jkiss.dbeaver.ui.help.LightweightHelpView",7,1,1,1,1,1,0,2,0,0.0
"org.jkiss.utils.SecurityUtilsTest",7,1,1,1,1,0,0,0,0,0.0
"org.jkiss.dbeaver.ui.gis.GeometryViewerConstants",7,0,0,1,0,0,4,0,4,0.0
"org.jkiss.dbeaver.erd.model.ERDConstants",7,0,0,1,1,1,0,1,3,0.0
"org.jkiss.dbeaver.ext.db2.tasks.DB2SQLTasks",7,0,0,1,0,0,4,0,4,0.0
"org.jkiss.dbeaver.model.exec.DBCSavepoint",6,3,3,3,0,0,6,0,0,0.0
"org.jkiss.dbeaver.model.impl.sql.ChangeTableDataStatement",6,3,3,3,0,0,5,0,0,0.0
"org.jkiss.dbeaver.model.task.DBTTaskScheduleInfo",6,3,3,3,0,0,0,0,0,0.0
"org.jkiss.dbeaver.ui.controls.resultset.IResultSetSelectionExt",6,3,3,3,0,0,0,1,0,0.0
"org.jkiss.dbeaver.ui.dialogs.connection.NavigatorSettingsStorage",6,2,2,2,1,1,2,1,0,0.0
"org.jkiss.dbeaver.erd.ui.directedit.ValidationMessageHandler",6,2,2,2,0,0,2,0,0,0.0
"org.jkiss.dbeaver.ext.mysql.tasks.MySQLNativeCredentialsSettings",6,2,2,2,0,0,3,0,1,1.0
"org.jkiss.dbeaver.model.access.DBAPrivilegeType",6,2,2,2,1,1,3,2,0,0.0
"org.jkiss.dbeaver.model.admin.sessions.DBAServerSession",6,2,2,2,1,1,8,2,0,0.0
"org.jkiss.dbeaver.model.admin.sessions.DBAServerSessionManagerSQL",6,2,2,2,1,0,5,0,0,0.0
"org.jkiss.dbeaver.model.app.DBPPlatformLanguage",6,2,2,2,0,0,2,0,0,0.0
"org.jkiss.dbeaver.model.app.DBPRegistryDescriptor",6,2,2,2,0,0,3,0,0,0.0
"org.jkiss.dbeaver.model.app.DBPRegistryListener",6,2,2,2,0,0,2,0,0,0.0
"org.jkiss.dbeaver.model.data.DBDValueAnnotation",6,2,2,2,1,1,0,1,0,0.0
"org.jkiss.dbeaver.model.DBPDataSourceHandler",6,2,2,2,0,0,0,1,0,0.0
"org.jkiss.dbeaver.model.DBPOrderedObject",6,2,2,2,0,0,4,0,0,0.0
"org.jkiss.dbeaver.model.edit.DBECommandAggregator",6,2,2,2,1,1,0,2,0,0.0
"org.jkiss.dbeaver.model.edit.DBECommandInfo",6,2,2,2,1,1,0,1,0,0.0
"org.jkiss.dbeaver.model.edit.DBECommandReflector",6,2,2,2,1,1,7,1,0,0.0
"org.jkiss.dbeaver.model.edit.prop.DBEPropertyHandler",6,2,2,2,1,1,8,1,0,0.0
"org.jkiss.dbeaver.model.exec.plan.DBCQueryPlannerSerialInfo",6,2,2,2,1,0,1,0,0,0.0
"org.jkiss.dbeaver.model.preferences.DBPPreferenceMap",6,2,2,2,1,0,6,0,0,0.0
"org.jkiss.dbeaver.model.preferences.DBPPropertyManager",6,2,2,2,1,0,4,1,0,0.0
"org.jkiss.dbeaver.model.struct.rdb.DBSTableCheckConstraint",6,2,2,2,1,1,4,2,0,0.0
"org.jkiss.dbeaver.ui.data.IMultiController",6,2,2,2,0,0,2,0,0,0.0
"org.jkiss.dbeaver.ui.data.IValueEditorStandalone",6,2,2,2,0,0,2,1,0,0.0
"org.jkiss.wmi.service.WMIException",6,1,1,1,0,0,3,1,0,0.0
"org.jkiss.dbeaver.debug.DBGControllerFactory",6,1,1,1,2,1,3,1,0,0.0
"org.jkiss.dbeaver.ext.hive.model.HiveDataSourceProvider",6,1,1,1,1,1,0,2,0,0.0
"org.jkiss.dbeaver.ext.mssql.ui.tools.maintenance.SQLServerToolTriggerDisable",6,1,1,1,0,0,0,1,0,0.0
"org.jkiss.dbeaver.ext.mssql.ui.tools.maintenance.SQLServerToolTriggerEnable",6,1,1,1,0,0,0,1,0,0.0
"org.jkiss.dbeaver.ext.oracle.ui.tools.maintenance.OracleToolTriggerDisable",6,1,1,1,0,0,0,1,0,0.0
"org.jkiss.dbeaver.ext.oracle.ui.tools.maintenance.OracleToolTriggerEnable",6,1,1,1,0,0,0,1,0,0.0
"org.jkiss.dbeaver.ext.postgresql.tools.maintenance.PostgreToolTriggerDisable",6,1,1,1,0,0,0,1,0,0.0
"org.jkiss.dbeaver.ext.postgresql.tools.maintenance.PostgreToolTriggerEnable",6,1,1,1,0,0,0,1,0,0.0
"org.jkiss.dbeaver.lang.SCMContextParser",6,1,1,1,1,0,0,0,0,0.0
"org.jkiss.dbeaver.lang.SCMKeyword",6,1,1,1,1,0,1,0,0,0.0
"org.jkiss.dbeaver.model.access.DBAUserChangePassword",6,1,1,1,2,2,14,2,0,0.0
